airconditioningtypeid,basementsqft,bathroomcnt,bedroomcnt,buildingqualitytypeid,calculatedbathnbr,calculatedfinishedsquarefeet,finishedsquarefeet12,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,propertycountylandusecode,propertylandusetypeid,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,threequarterbathnbr,unitcnt,yearbuilt,numberofstories,assessmentyear,taxdelinquencyflag,censustractandblock,taxvaluedollarcnt
0.0,0.0,4.5,5.0,8.0,4.5,3998.0,3998.0,0.0,4.0,2.0,563.0,0,2.0,33824384.0,-117784100.0,20245.0,0.0,41,261.0,33252.0,1286.0,27080.0,97065.0,0.0,1.0,1.0,1997.0,1.0,2016.0,0,60590219121000.0,1169410.0
1.0,0.0,3.0,3.0,6.0,3.0,1680.0,1680.0,0.0,3.0,0.0,0.0,0,2.0,34067665.0,-118239341.0,2412.0,0.0,0,261.0,12447.0,3101.0,268144.0,95993.0,0.0,0.0,1.0,2008.0,1.0,2016.0,0,60371977003004.0,543906.0
0.0,0.0,3.0,4.0,8.0,3.0,2150.0,2150.0,1.0,3.0,2.0,664.0,0,2.0,34218889.0,-118893674.0,7840.0,1.0,34,261.0,34278.0,2061.0,27080.0,96383.0,8.0,0.0,2.0,1979.0,2.0,2016.0,0,61110063012005.0,528341.0
1.0,0.0,2.0,4.0,6.0,2.0,1467.0,1467.0,0.0,2.0,0.0,0.0,0,2.0,34215169.0,-118615468.0,7500.0,0.0,0,261.0,12447.0,3101.0,268588.0,96339.0,0.0,0.0,1.0,1957.0,1.0,2016.0,0,60371343021007.0,490000.0
0.0,0.0,1.0,3.0,4.0,1.0,825.0,825.0,0.0,1.0,0.0,0.0,0,7.0,34005523.0,-117867289.0,9705.0,0.0,0,261.0,34636.0,3101.0,27080.0,96522.0,0.0,0.0,1.0,1954.0,1.0,2016.0,0,60374034012012.0,443825.0
13.0,0.0,3.5,5.0,8.0,3.5,3316.0,3316.0,0.0,3.0,2.0,692.0,0,2.0,33546619.0,-117680064.0,8400.0,1.0,41,261.0,25459.0,1286.0,27080.0,96987.0,9.0,1.0,2.0,1984.0,2.0,2016.0,0,60590423152003.0,831952.0
1.0,0.0,3.0,2.0,8.0,3.0,1183.0,1183.0,0.0,3.0,0.0,0.0,0,2.0,34227600.0,-118588000.0,67612.0,1.0,8,266.0,12447.0,3101.0,27987.0,96339.0,0.0,0.0,1.0,1990.0,1.0,2016.0,0,60371134221001.0,287041.0
0.0,0.0,2.0,3.0,6.0,2.0,1846.0,1846.0,0.0,2.0,0.0,0.0,0,7.0,33761955.0,-118146389.0,6311.0,0.0,0,261.0,46298.0,3101.0,272933.0,96237.0,0.0,0.0,1.0,1922.0,1.0,2016.0,0,60375772002008.0,795458.0
1.0,0.0,3.0,2.0,6.0,3.0,1368.0,1368.0,0.0,3.0,0.0,0.0,0,2.0,33887582.0,-118237190.0,110494.0,1.0,8,266.0,24174.0,3101.0,27080.0,96090.0,0.0,0.0,1.0,1985.0,1.0,2016.0,1,60375432011000.0,154323.0
1.0,0.0,6.0,5.0,9.0,6.0,7119.0,7119.0,0.0,6.0,0.0,0.0,0,2.0,34148976.0,-118457696.0,7260.0,1.0,6,261.0,12447.0,3101.0,27080.0,96412.0,0.0,0.0,1.0,2005.0,1.0,2016.0,0,60371413023010.0,2093782.0
1.0,0.0,3.0,4.0,4.0,3.0,2317.0,2317.0,0.0,3.0,0.0,0.0,0,2.0,33956062.0,-118239573.0,7260.0,0.0,0,261.0,396053.0,3101.0,27080.0,95983.0,0.0,0.0,1.0,2014.0,1.0,2016.0,0,60375354001006.0,360413.0
0.0,0.0,2.5,3.0,8.0,2.5,1936.0,1936.0,1.0,2.0,2.0,431.0,0,2.0,34178607.0,-118753721.0,4979.0,0.0,34,261.0,53655.0,2061.0,27080.0,96393.0,7.0,1.0,2.0,1986.0,2.0,2016.0,0,61110074051007.0,427969.0
0.0,0.0,2.5,5.0,8.0,2.5,2498.0,2498.0,1.0,2.0,2.0,439.0,0,2.0,34274179.0,-118751033.0,6760.0,1.0,34,261.0,27110.0,2061.0,27080.0,97118.0,9.0,1.0,2.0,1968.0,2.0,2016.0,0,61110079043010.0,466688.0
0.0,0.0,3.0,3.0,8.0,3.0,1447.0,1447.0,0.0,3.0,0.0,0.0,0,2.0,33813300.0,-118291000.0,7577.0,0.0,8,266.0,118878.0,3101.0,27080.0,96160.0,0.0,0.0,1.0,1996.0,1.0,2016.0,0,60375436022002.0,415000.0
0.0,0.0,3.0,3.0,8.0,3.0,1746.0,1746.0,0.0,3.0,2.0,430.0,0,2.0,33518102.0,-117680227.0,4000.0,0.0,41,261.0,25459.0,1286.0,27080.0,96987.0,0.0,0.0,1.0,1986.0,1.0,2016.0,0,60590423153014.0,430534.0
0.0,0.0,4.5,6.0,8.0,4.5,4278.0,4278.0,0.0,4.0,2.0,525.0,1,2.0,33619839.0,-117836948.0,7876.0,1.0,41,261.0,40009.0,1286.0,27080.0,96975.0,0.0,1.0,1.0,1999.0,1.0,2016.0,0,60590626451017.0,1904628.0
0.0,0.0,3.5,4.0,8.0,3.5,3787.0,3787.0,0.0,3.0,2.0,588.0,1,2.0,33621083.0,-117838722.0,7483.0,1.0,41,261.0,40009.0,1286.0,27080.0,96975.0,0.0,1.0,1.0,2000.0,1.0,2016.0,0,60590626451008.0,2502180.0
0.0,0.0,2.0,3.0,6.0,2.0,1225.0,1225.0,0.0,2.0,0.0,0.0,0,2.0,33866094.0,-118326816.0,5301.0,0.0,0,261.0,54722.0,3101.0,274750.0,96162.0,0.0,0.0,1.0,1955.0,1.0,2016.0,0,60376501022009.0,543158.0
0.0,0.0,1.0,2.0,4.0,1.0,1008.0,1008.0,0.0,1.0,0.0,0.0,0,7.0,33985799.0,-118266203.0,5400.0,0.0,0,261.0,12447.0,3101.0,268496.0,95984.0,0.0,0.0,1.0,1920.0,1.0,2016.0,0,60372392021006.0,151278.0
0.0,0.0,3.5,4.0,8.0,3.5,4140.0,4140.0,0.0,3.0,2.0,576.0,0,2.0,33896688.0,-117797246.0,15006.0,0.0,41,261.0,21412.0,1286.0,27080.0,97078.0,11.0,1.0,2.0,1965.0,2.0,2016.0,0,60590218224014.0,1081841.0
1.0,0.0,4.0,2.0,7.0,4.0,2691.0,2691.0,0.0,4.0,0.0,0.0,0,2.0,34149200.0,-118452000.0,13608.0,1.0,8,266.0,12447.0,3101.0,27080.0,96412.0,0.0,0.0,1.0,1989.0,1.0,2016.0,0,60371413041004.0,705000.0
0.0,0.0,3.0,3.0,7.0,3.0,1709.0,1709.0,0.0,3.0,0.0,0.0,0,2.0,33855987.0,-118392809.0,2494.0,0.0,0,261.0,29712.0,3101.0,27080.0,96109.0,0.0,0.0,1.0,1975.0,1.0,2016.0,0,60376211041012.0,477121.0
0.0,0.0,4.0,5.0,8.0,4.0,3329.0,3329.0,0.0,4.0,2.0,636.0,0,2.0,33559283.0,-117694244.0,5500.0,0.0,41,261.0,25459.0,1286.0,27080.0,96987.0,0.0,0.0,1.0,2003.0,1.0,2016.0,0,60590423352004.0,1352000.0
1.0,0.0,4.0,4.0,8.0,4.0,3215.0,3215.0,0.0,4.0,0.0,0.0,0,2.0,34226991.0,-118227873.0,13150.0,1.0,1,261.0,396551.0,3101.0,27080.0,96330.0,0.0,0.0,1.0,1949.0,1.0,2016.0,0,60373002001000.0,704292.0
1.0,0.0,2.0,2.0,6.0,2.0,1233.0,1233.0,0.0,2.0,0.0,0.0,0,2.0,34189700.0,-118221000.0,227767.0,1.0,10,266.0,45457.0,3101.0,275857.0,96327.0,0.0,0.0,1.0,1969.0,1.0,2016.0,0,60373008003001.0,275974.0
1.0,0.0,3.0,3.0,8.0,3.0,2092.0,2092.0,0.0,3.0,0.0,0.0,0,2.0,34122813.0,-118154779.0,6575.0,0.0,6,261.0,27183.0,3101.0,27080.0,96280.0,0.0,0.0,1.0,1926.0,1.0,2016.0,0,60374806006004.0,1277065.0
0.0,0.0,3.0,4.0,7.0,3.0,2600.0,2600.0,0.0,3.0,0.0,0.0,0,2.0,33756307.0,-118401103.0,11374.0,0.0,0,261.0,54053.0,3101.0,27080.0,96122.0,0.0,0.0,1.0,1974.0,1.0,2016.0,0,60376704162003.0,197914.0
0.0,0.0,2.5,3.0,8.0,2.5,1768.0,1768.0,0.0,2.0,2.0,450.0,0,2.0,33870317.0,-117857204.0,3400.0,0.0,41,261.0,26531.0,1286.0,27080.0,97068.0,7.0,1.0,2.0,1977.0,2.0,2016.0,0,60590117161007.0,468403.0
1.0,0.0,2.0,3.0,8.0,2.0,1786.0,1786.0,0.0,2.0,0.0,0.0,0,2.0,34422172.0,-118438633.0,8655.0,1.0,1,261.0,54311.0,3101.0,37739.0,96401.0,0.0,0.0,1.0,1985.0,1.0,2016.0,0,60379200391001.0,507500.0
0.0,0.0,2.0,2.0,8.0,2.0,1070.0,1070.0,0.0,2.0,0.0,0.0,0,2.0,33829500.0,-118190000.0,26123.0,1.0,8,266.0,46298.0,3101.0,274358.0,96241.0,0.0,0.0,1.0,1986.0,1.0,2016.0,0,60375718002000.0,336547.0
0.0,0.0,2.0,2.0,8.0,2.0,1083.0,1083.0,0.0,2.0,1.0,0.0,0,2.0,33678048.0,-117632839.0,7260.0,0.0,42,266.0,32380.0,1286.0,27080.0,96989.0,0.0,0.0,1.0,1993.0,1.0,2016.0,0,60590524284012.0,387000.0
1.0,0.0,2.0,3.0,4.0,2.0,1635.0,1635.0,0.0,2.0,0.0,0.0,0,2.0,33856987.0,-118120826.0,5150.0,0.0,0,261.0,12292.0,3101.0,27080.0,96213.0,0.0,0.0,1.0,1951.0,1.0,2016.0,0,60375709023004.0,578862.0
0.0,0.0,2.0,3.0,8.0,2.0,1536.0,1536.0,0.0,2.0,0.0,0.0,0,2.0,34193454.0,-118610204.0,9893.0,0.0,0,261.0,12447.0,3101.0,48570.0,96338.0,0.0,0.0,1.0,1956.0,1.0,2016.0,0,60371351112003.0,154934.0
1.0,0.0,2.0,3.0,8.0,2.0,1450.0,1450.0,0.0,2.0,0.0,0.0,0,2.0,34015378.0,-117934605.0,9762.0,0.0,0,261.0,39306.0,3101.0,27080.0,96488.0,0.0,0.0,1.0,1979.0,1.0,2016.0,0,60374077012002.0,181386.0
0.0,0.0,3.0,3.0,4.0,3.0,1230.0,1230.0,0.0,3.0,0.0,0.0,0,7.0,33932757.0,-118240412.0,3426.0,0.0,0,261.0,12447.0,3101.0,118849.0,96040.0,0.0,0.0,1.0,1955.0,1.0,2016.0,0,60372427004001.0,198637.0
0.0,0.0,3.0,2.0,7.0,3.0,1317.0,1317.0,0.0,3.0,0.0,0.0,0,2.0,33856400.0,-118389000.0,6709.0,0.0,8,266.0,29712.0,3101.0,27080.0,96109.0,0.0,0.0,1.0,1978.0,1.0,2016.0,0,60376211022022.0,633120.0
1.0,0.0,3.0,4.0,7.0,3.0,3661.0,3661.0,0.0,3.0,0.0,0.0,0,2.0,34686941.0,-118100205.0,8243.0,0.0,0,261.0,5534.0,3101.0,27080.0,97318.0,0.0,0.0,1.0,2006.0,1.0,2016.0,0,60379005062006.0,248735.0
11.0,0.0,1.0,1.0,8.0,1.0,839.0,839.0,0.0,1.0,0.0,0.0,0,18.0,33606700.0,-117743000.0,7260.0,1.0,42,266.0,46098.0,1286.0,27080.0,96963.0,3.0,0.0,1.0,1972.0,1.0,2016.0,0,60590626482011.0,135512.0
0.0,0.0,2.0,3.0,6.0,2.0,1648.0,1648.0,0.0,2.0,0.0,0.0,0,7.0,33972369.0,-117903031.0,12787.0,0.0,0,261.0,22827.0,3101.0,27080.0,96492.0,0.0,0.0,1.0,1955.0,1.0,2016.0,0,60374087221011.0,462396.0
0.0,0.0,1.0,2.0,6.0,1.0,1247.0,1247.0,0.0,1.0,0.0,0.0,0,7.0,34048487.0,-118370796.0,2529.0,0.0,0,261.0,12447.0,3101.0,275024.0,96016.0,0.0,0.0,1.0,1930.0,1.0,2016.0,0,60372167001005.0,451772.0
0.0,0.0,2.5,3.0,8.0,2.5,1332.0,1332.0,1.0,2.0,2.0,0.0,0,2.0,34161011.0,-118807889.0,7260.0,0.0,40,266.0,34278.0,2061.0,27080.0,96385.0,6.0,1.0,2.0,1987.0,2.0,2016.0,0,61110074022041.0,489000.0
1.0,0.0,4.0,4.0,11.0,4.0,3551.0,3551.0,0.0,4.0,0.0,0.0,0,2.0,33858870.0,-118399247.0,2506.0,0.0,0,261.0,29712.0,3101.0,27080.0,96109.0,0.0,0.0,1.0,2001.0,1.0,2016.0,0,60376211045004.0,4535000.0
1.0,0.0,1.0,2.0,6.0,1.0,903.0,903.0,0.0,1.0,0.0,0.0,0,2.0,34192600.0,-118363000.0,246315.0,1.0,8,266.0,12447.0,3101.0,46795.0,96451.0,0.0,0.0,1.0,1981.0,1.0,2016.0,0,60371231031004.0,318280.0
0.0,0.0,2.5,3.0,8.0,2.5,2587.0,2587.0,1.0,2.0,2.0,627.0,1,2.0,33631459.0,-117894408.0,11592.0,1.0,41,261.0,53571.0,1286.0,27080.0,96978.0,6.0,1.0,1.0,2000.0,1.0,2016.0,0,60590630103016.0,1003029.0
1.0,0.0,2.0,3.0,8.0,2.0,1382.0,1382.0,0.0,2.0,0.0,0.0,0,2.0,34149877.0,-117932063.0,7215.0,1.0,1,261.0,24435.0,3101.0,27080.0,96270.0,0.0,0.0,1.0,1965.0,1.0,2016.0,0,60374300032015.0,414352.0
1.0,0.0,6.0,6.0,9.0,6.0,6603.0,6603.0,0.0,6.0,0.0,0.0,0,2.0,34092604.0,-118452554.0,102052.0,0.0,1,261.0,12447.0,3101.0,113688.0,96058.0,0.0,0.0,1.0,1956.0,1.0,2016.0,0,60372621003000.0,1079954.0
0.0,0.0,2.5,3.0,8.0,2.5,1933.0,1933.0,0.0,2.0,2.0,421.0,0,2.0,33796457.0,-117788161.0,3510.0,0.0,41,261.0,33252.0,1286.0,27080.0,97067.0,0.0,1.0,1.0,1996.0,1.0,2016.0,0,60590219182000.0,323312.0
13.0,0.0,3.0,4.0,8.0,3.0,2358.0,2358.0,0.0,3.0,2.0,462.0,0,2.0,33834990.0,-117753470.0,13860.0,1.0,41,261.0,16764.0,1286.0,113455.0,97026.0,8.0,0.0,2.0,1977.0,2.0,2016.0,0,60590219202002.0,665225.0
0.0,0.0,2.0,3.0,6.0,2.0,1202.0,1202.0,0.0,2.0,0.0,0.0,0,2.0,34136212.0,-118014378.0,8080.0,0.0,0,261.0,32923.0,3101.0,27080.0,96273.0,0.0,0.0,1.0,1958.0,1.0,2016.0,0,60374309021010.0,553000.0
1.0,0.0,3.0,5.0,8.0,3.0,2744.0,2744.0,0.0,3.0,0.0,0.0,0,2.0,34135938.0,-118162103.0,5466.0,1.0,1,261.0,47019.0,3101.0,275411.0,96293.0,0.0,0.0,1.0,1910.0,1.0,2016.0,0,60374637001012.0,618256.0
0.0,0.0,3.0,3.0,9.0,3.0,1820.0,1820.0,0.0,3.0,0.0,0.0,0,2.0,34072372.0,-118562785.0,175838.0,0.0,8,266.0,12447.0,3101.0,19810.0,96120.0,0.0,0.0,1.0,1973.0,1.0,2016.0,0,60379800191011.0,888436.0
0.0,0.0,1.0,2.0,4.0,1.0,624.0,624.0,0.0,1.0,0.0,0.0,0,7.0,33882718.0,-118232256.0,18723.0,0.0,0,261.0,24174.0,3101.0,27080.0,96090.0,0.0,0.0,1.0,1939.0,1.0,2016.0,0,60375432012010.0,30815.0
1.0,0.0,1.0,2.0,8.0,1.0,926.0,926.0,0.0,1.0,2.0,0.0,0,6.0,33845282.0,-117978052.0,7260.0,1.0,42,266.0,10608.0,1286.0,27080.0,96180.0,4.0,0.0,1.0,1979.0,1.0,2016.0,0,60590868013004.0,215390.0
0.0,0.0,1.0,3.0,4.0,1.0,1064.0,1064.0,0.0,1.0,0.0,0.0,0,7.0,34007559.0,-118471625.0,5818.0,0.0,0,261.0,26964.0,3101.0,761545.0,96152.0,0.0,0.0,1.0,1944.0,1.0,2016.0,0,60377022025011.0,1331000.0
0.0,0.0,1.0,3.0,3.0,1.0,880.0,880.0,0.0,1.0,0.0,0.0,0,7.0,34100635.0,-117956041.0,6165.0,0.0,0,261.0,10241.0,3101.0,27080.0,96465.0,0.0,0.0,1.0,1937.0,1.0,2016.0,0,60374050011010.0,14284.0
0.0,0.0,1.5,2.0,8.0,1.5,1350.0,1350.0,1.0,1.0,2.0,420.0,0,2.0,33755127.0,-118036105.0,2012.0,0.0,41,261.0,34780.0,1286.0,27080.0,96990.0,5.0,1.0,2.0,1973.0,2.0,2016.0,0,60590996033002.0,230272.0
0.0,0.0,2.0,2.0,8.0,2.0,1272.0,1272.0,1.0,2.0,1.0,274.0,0,2.0,33616583.0,-117645317.0,3584.0,0.0,41,261.0,12773.0,1286.0,27080.0,96996.0,5.0,0.0,1.0,1972.0,1.0,2016.0,0,60590320371021.0,149597.0
0.0,0.0,2.0,2.0,4.0,2.0,952.0,952.0,0.0,2.0,0.0,0.0,0,2.0,33872121.0,-118139383.0,39084.0,0.0,8,266.0,44116.0,3101.0,27080.0,96208.0,0.0,0.0,1.0,1977.0,1.0,2016.0,0,60375544032003.0,236553.0
0.0,0.0,2.5,2.0,8.0,2.5,1380.0,1380.0,0.0,2.0,2.0,0.0,0,2.0,33653391.0,-117946865.0,7260.0,0.0,42,266.0,38032.0,1286.0,27080.0,96959.0,0.0,1.0,1.0,1978.0,1.0,2016.0,0,60590638032003.0,571000.0
0.0,0.0,2.0,4.0,4.0,2.0,1336.0,1336.0,0.0,2.0,0.0,0.0,0,7.0,33975832.0,-118202434.0,6233.0,0.0,0,261.0,30399.0,3101.0,27080.0,96083.0,0.0,0.0,1.0,1947.0,1.0,2016.0,0,60375336031002.0,405000.0
0.0,0.0,2.0,4.0,8.0,2.0,1959.0,1959.0,0.0,2.0,2.0,483.0,0,2.0,33655425.0,-117971291.0,6000.0,0.0,41,261.0,25218.0,1286.0,27080.0,96964.0,8.0,0.0,1.0,1973.0,1.0,2016.0,0,60590992203003.0,807716.0
0.0,0.0,4.0,5.0,8.0,4.0,2890.0,2890.0,0.0,4.0,2.0,616.0,1,2.0,33628362.0,-117611156.0,4106.0,1.0,41,261.0,15554.0,1286.0,27080.0,96993.0,0.0,0.0,1.0,2000.0,1.0,2016.0,0,60590320531008.0,683726.0
1.0,0.0,3.0,4.0,7.0,3.0,3211.0,3211.0,0.0,3.0,0.0,0.0,0,2.0,34672895.0,-118188643.0,6866.0,0.0,0,261.0,5534.0,3101.0,27080.0,97319.0,0.0,0.0,1.0,2005.0,1.0,2016.0,0,60379010102000.0,307000.0
0.0,0.0,2.0,4.0,4.0,2.0,1418.0,1418.0,0.0,2.0,0.0,0.0,0,7.0,33810534.0,-118219591.0,5683.0,0.0,0,261.0,46298.0,3101.0,275989.0,96244.0,0.0,0.0,1.0,1950.0,1.0,2016.0,0,60375726003002.0,91837.0
1.0,0.0,10.0,10.0,8.0,10.0,4294.0,4294.0,0.0,10.0,0.0,0.0,0,2.0,34222444.0,-118595793.0,16695.0,0.0,0,261.0,12447.0,3101.0,30731.0,96339.0,0.0,0.0,1.0,1950.0,1.0,2016.0,0,60371132342007.0,812200.0
0.0,0.0,1.0,3.0,8.0,1.0,944.0,944.0,0.0,1.0,2.0,414.0,0,2.0,34212985.0,-118865173.0,18946.0,0.0,34,261.0,34278.0,2061.0,27080.0,96383.0,7.0,0.0,1.0,1960.0,1.0,2016.0,0,61110065002001.0,512069.0
0.0,0.0,3.0,3.0,8.0,3.0,2248.0,2248.0,1.0,3.0,2.0,0.0,0,2.0,34219467.0,-118815676.0,7260.0,0.0,40,266.0,34278.0,2061.0,27080.0,96385.0,8.0,0.0,2.0,1998.0,2.0,2016.0,0,61110075102007.0,676147.0
0.0,0.0,1.0,3.0,6.0,1.0,1099.0,1099.0,0.0,1.0,0.0,0.0,0,2.0,34208679.0,-118349485.0,8000.0,0.0,0,261.0,12447.0,3101.0,41131.0,96375.0,0.0,0.0,1.0,1956.0,1.0,2016.0,0,60371021051007.0,60840.0
1.0,0.0,5.0,5.0,9.0,5.0,6003.0,6003.0,0.0,5.0,0.0,0.0,0,2.0,33968622.0,-117825424.0,22108.0,1.0,1,261.0,24384.0,3101.0,27080.0,96505.0,0.0,0.0,1.0,1998.0,1.0,2016.0,0,60374033241000.0,1332271.0
0.0,0.0,2.5,6.0,8.0,2.5,2878.0,2878.0,1.0,2.0,2.0,420.0,0,2.0,34227252.0,-119045081.0,7000.0,0.0,34,261.0,51239.0,2061.0,27080.0,97089.0,10.0,1.0,2.0,1967.0,2.0,2016.0,0,61110055041009.0,355253.0
0.0,0.0,2.0,2.0,8.0,2.0,1816.0,1816.0,0.0,2.0,0.0,0.0,0,7.0,34059948.0,-118351858.0,7000.0,0.0,0,261.0,12447.0,3101.0,274514.0,96017.0,0.0,0.0,1.0,1924.0,1.0,2016.0,0,60372163001006.0,914848.0
1.0,0.0,2.0,2.0,8.0,2.0,1640.0,1640.0,0.0,2.0,0.0,0.0,0,2.0,34157100.0,-118253000.0,38248.0,1.0,8,266.0,45457.0,3101.0,273257.0,96325.0,0.0,0.0,1.0,1982.0,1.0,2016.0,0,60373019001007.0,379264.0
0.0,0.0,2.0,4.0,8.0,2.0,1425.0,1425.0,0.0,2.0,0.0,0.0,0,2.0,34264644.0,-118285563.0,10798.0,0.0,0,261.0,12447.0,3101.0,27484.0,96284.0,0.0,0.0,1.0,1956.0,1.0,2016.0,0,60371011222005.0,250282.0
0.0,0.0,3.0,5.0,8.0,3.0,3140.0,3140.0,0.0,3.0,0.0,0.0,0,2.0,33736206.0,-118321421.0,20080.0,0.0,0,261.0,54053.0,3101.0,27080.0,96122.0,0.0,0.0,1.0,1969.0,1.0,2016.0,0,60376707023018.0,1177752.0
0.0,0.0,1.0,3.0,4.0,1.0,993.0,993.0,0.0,1.0,0.0,0.0,0,7.0,34207227.0,-118383257.0,7154.0,0.0,0,261.0,12447.0,3101.0,41131.0,96450.0,0.0,0.0,1.0,1944.0,1.0,2016.0,1,60371224201004.0,142610.0
1.0,0.0,2.0,3.0,6.0,2.0,1247.0,1247.0,0.0,2.0,0.0,0.0,0,2.0,34563482.0,-118040022.0,7172.0,0.0,0,261.0,40227.0,3101.0,27080.0,97330.0,0.0,0.0,1.0,1986.0,1.0,2016.0,0,60379107142002.0,82223.0
13.0,0.0,2.0,3.0,8.0,2.0,2029.0,2029.0,0.0,2.0,2.0,451.0,0,2.0,33781619.0,-117815156.0,8100.0,1.0,41,261.0,33252.0,1286.0,27080.0,97067.0,7.0,0.0,1.0,1963.0,1.0,2016.0,0,60590758071008.0,789000.0
1.0,0.0,3.0,4.0,8.0,3.0,2268.0,2268.0,0.0,3.0,0.0,0.0,0,2.0,34210825.0,-118620843.0,7540.0,1.0,1,261.0,12447.0,3101.0,268588.0,96339.0,0.0,0.0,1.0,1975.0,1.0,2016.0,0,60371343022005.0,233508.0
0.0,0.0,2.0,3.0,8.0,2.0,1307.0,1307.0,0.0,2.0,2.0,504.0,0,2.0,33826698.0,-117953934.0,6800.0,0.0,41,261.0,16764.0,1286.0,275496.0,97023.0,6.0,0.0,1.0,1958.0,1.0,2016.0,0,60590871031011.0,223936.0
0.0,0.0,1.0,2.0,8.0,1.0,786.0,786.0,0.0,1.0,1.0,0.0,0,6.0,33843948.0,-117833455.0,7260.0,0.0,42,266.0,16764.0,1286.0,274765.0,97026.0,4.0,0.0,1.0,1971.0,1.0,2016.0,0,60590762021016.0,112528.0
0.0,0.0,2.0,4.0,6.0,2.0,1344.0,1344.0,0.0,2.0,0.0,0.0,0,2.0,33930687.0,-118020758.0,5800.0,0.0,0,261.0,118225.0,3101.0,27080.0,96172.0,0.0,0.0,1.0,1954.0,1.0,2016.0,0,60375032011007.0,66427.0
0.0,0.0,2.0,3.0,6.0,2.0,1913.0,1913.0,0.0,2.0,0.0,0.0,0,2.0,33909942.0,-118311645.0,5733.0,0.0,0,261.0,45398.0,3101.0,27080.0,96106.0,0.0,0.0,1.0,1956.0,1.0,2016.0,0,60376026002008.0,67551.0
1.0,0.0,3.0,4.0,9.0,3.0,2020.0,2020.0,0.0,3.0,0.0,0.0,0,2.0,33891224.0,-118393005.0,5002.0,0.0,0,261.0,19177.0,3101.0,27080.0,96117.0,0.0,0.0,1.0,1948.0,1.0,2016.0,0,60376204004015.0,928243.0
1.0,0.0,2.0,3.0,6.0,2.0,1526.0,1526.0,0.0,2.0,0.0,0.0,0,2.0,34125299.0,-118076489.0,5650.0,0.0,0,261.0,33837.0,3101.0,27080.0,96514.0,0.0,0.0,1.0,1977.0,1.0,2016.0,0,60374800112008.0,713010.0
0.0,0.0,3.5,5.0,8.0,3.5,3360.0,3360.0,0.0,3.0,2.0,580.0,0,2.0,33701944.0,-117805843.0,9264.0,0.0,32,261.0,27491.0,1286.0,27080.0,97018.0,0.0,1.0,1.0,2005.0,1.0,2016.0,0,60590755154130.0,994452.0
0.0,0.0,2.0,5.0,6.0,2.0,2522.0,2522.0,0.0,2.0,0.0,0.0,0,2.0,34136452.0,-118177408.0,5912.0,0.0,0,261.0,47019.0,3101.0,275411.0,96293.0,0.0,0.0,1.0,1946.0,1.0,2016.0,0,60374638002003.0,1051065.0
0.0,0.0,2.0,4.0,8.0,2.0,2184.0,2184.0,0.0,2.0,0.0,0.0,0,2.0,33863514.0,-118346471.0,6916.0,0.0,0,261.0,54722.0,3101.0,274750.0,96162.0,0.0,0.0,1.0,1955.0,1.0,2016.0,0,60376503004002.0,467077.0
0.0,0.0,2.0,4.0,8.0,2.0,1724.0,1724.0,0.0,2.0,2.0,484.0,0,2.0,34173602.0,-119169179.0,6540.0,0.0,34,261.0,13150.0,2061.0,27080.0,97104.0,8.0,0.0,1.0,1954.0,1.0,2016.0,0,61110039002014.0,55839.0
1.0,0.0,3.0,3.0,8.0,3.0,1885.0,1885.0,0.0,3.0,0.0,0.0,0,2.0,33898128.0,-118067435.0,5099.0,1.0,4,261.0,53636.0,3101.0,27080.0,96193.0,0.0,0.0,1.0,1977.0,1.0,2016.0,0,60375527001012.0,195322.0
0.0,0.0,2.0,3.0,6.0,2.0,1193.0,1193.0,0.0,2.0,0.0,0.0,0,2.0,34301495.0,-118437402.0,6274.0,1.0,1,261.0,12447.0,3101.0,34213.0,96368.0,0.0,0.0,1.0,1957.0,1.0,2016.0,0,60371064031012.0,451785.0
1.0,0.0,3.0,3.0,8.0,3.0,1656.0,1656.0,0.0,3.0,0.0,0.0,0,2.0,33884209.0,-118067911.0,1865.0,0.0,9,269.0,10774.0,3101.0,27080.0,96206.0,0.0,0.0,1.0,1977.0,1.0,2016.0,0,60375545131009.0,316682.0
0.0,0.0,2.0,3.0,8.0,2.0,2552.0,2552.0,0.0,2.0,2.0,560.0,0,2.0,33766314.0,-117874431.0,14200.0,0.0,41,261.0,47568.0,1286.0,268160.0,97006.0,7.0,0.0,1.0,1952.0,1.0,2016.0,0,60590753032014.0,114769.0
0.0,0.0,1.0,1.0,9.0,1.0,667.0,667.0,0.0,1.0,0.0,0.0,0,2.0,34062200.0,-118442000.0,39095.0,0.0,10,266.0,12447.0,3101.0,118920.0,96005.0,0.0,0.0,1.0,1961.0,1.0,2016.0,0,60372652021000.0,512588.0
0.0,0.0,3.0,2.0,9.0,3.0,1230.0,1230.0,0.0,3.0,0.0,0.0,0,2.0,33815900.0,-118379000.0,21285.0,0.0,8,266.0,33612.0,3101.0,115657.0,96123.0,0.0,0.0,1.0,1987.0,1.0,2016.0,0,60376513042005.0,698983.0
